Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_000001215.4	Primary Assembly	Un			DS485030.1	Chromosome	NW_001846319.1	unplaced-scaffold	1276	chrUn_DS485030v1		211000022280152
GCA_000001215.4	Primary Assembly	Un			DS485031.1	Chromosome	NW_001846320.1	unplaced-scaffold	1275	chrUn_DS485031v1		211000022279708
GCA_000001215.4	Primary Assembly	Un			DS485032.1	Chromosome	NW_001846321.1	unplaced-scaffold	1275	chrUn_DS485032v1		211000022279805
GCA_000001215.4	Primary Assembly	Un			DS485035.1	Chromosome	NW_001846324.1	unplaced-scaffold	1274	chrUn_DS485035v1		211000022280262
GCA_000001215.4	Primary Assembly	Un			DS485036.1	Chromosome	NW_001846325.1	unplaced-scaffold	1274	chrUn_DS485036v1		211000022279656
GCA_000001215.4	Primary Assembly	Un			DS485038.1	Chromosome	NW_001846327.1	unplaced-scaffold	1272	chrUn_DS485038v1		211000022278356
GCA_000001215.4	Primary Assembly	Un			DS485041.1	Chromosome	NW_001846330.1	unplaced-scaffold	1271	chrUn_DS485041v1		211000022280174
GCA_000001215.4	Primary Assembly	Un			DS485045.1	Chromosome	NW_001846334.1	unplaced-scaffold	1271	chrUn_DS485045v1		211000022279378
GCA_000001215.4	Primary Assembly	Un			DS485046.1	Chromosome	NW_001846335.1	unplaced-scaffold	1270	chrUn_DS485046v1		211000022279724
GCA_000001215.4	Primary Assembly	Un			DS485047.1	Chromosome	NW_001846336.1	unplaced-scaffold	1270	chrUn_DS485047v1		211000022278580
GCA_000001215.4	Primary Assembly	Un			DS485053.1	Chromosome	NW_001846342.1	unplaced-scaffold	1266	chrUn_DS485053v1		211000022279441
GCA_000001215.4	Primary Assembly	Un			DS485055.1	Chromosome	NW_001846344.1	unplaced-scaffold	1264	chrUn_DS485055v1		211000022278973
GCA_000001215.4	Primary Assembly	Un			DS485056.1	Chromosome	NW_001846345.1	unplaced-scaffold	1263	chrUn_DS485056v1		211000022278773
GCA_000001215.4	Primary Assembly	Un			DS485058.1	Chromosome	NW_001846347.1	unplaced-scaffold	1263	chrUn_DS485058v1		211000022278993
GCA_000001215.4	Primary Assembly	Un			DS485059.1	Chromosome	NW_001846348.1	unplaced-scaffold	1263	chrUn_DS485059v1		211000022279015
GCA_000001215.4	Primary Assembly	Un			DS485062.1	Chromosome	NW_001846351.1	unplaced-scaffold	1262	chrUn_DS485062v1		211000022278932
GCA_000001215.4	Primary Assembly	Un			DS485064.1	Chromosome	NW_001846353.1	unplaced-scaffold	1262	chrUn_DS485064v1		211000022278889
GCA_000001215.4	Primary Assembly	Un			DS485065.1	Chromosome	NW_001846354.1	unplaced-scaffold	1262	chrUn_DS485065v1		211000022278302
GCA_000001215.4	Primary Assembly	Un			DS485066.1	Chromosome	NW_001846355.1	unplaced-scaffold	1261	chrUn_DS485066v1		211000022279856
GCA_000001215.4	Primary Assembly	Un			DS485067.1	Chromosome	NW_001846356.1	unplaced-scaffold	1261	chrUn_DS485067v1		211000022280224
GCA_000001215.4	Primary Assembly	Un			DS485068.1	Chromosome	NW_001846357.1	unplaced-scaffold	1260	chrUn_DS485068v1		211000022279615
GCA_000001215.4	Primary Assembly	Un			DS485071.1	Chromosome	NW_001846360.1	unplaced-scaffold	1260	chrUn_DS485071v1		211000022280091
GCA_000001215.4	Primary Assembly	Un			DS485073.1	Chromosome	NW_001846362.1	unplaced-scaffold	1259	chrUn_DS485073v1		211000022278281
GCA_000001215.4	Primary Assembly	Un			DS485076.1	Chromosome	NW_001846365.1	unplaced-scaffold	1258	chrUn_DS485076v1		211000022278887
GCA_000001215.4	Primary Assembly	Un			DS485079.1	Chromosome	NW_001846368.1	unplaced-scaffold	1253	chrUn_DS485079v1		211000022279172
GCA_000001215.4	Primary Assembly	Un			DS485082.1	Chromosome	NW_001846371.1	unplaced-scaffold	1251	chrUn_DS485082v1		211000022278848
GCA_000001215.4	Primary Assembly	Un			DS485083.1	Chromosome	NW_001846372.1	unplaced-scaffold	1251	chrUn_DS485083v1		211000022280020
GCA_000001215.4	Primary Assembly	Un			DS485085.1	Chromosome	NW_001846374.1	unplaced-scaffold	1251	chrUn_DS485085v1		211000022280045
GCA_000001215.4	Primary Assembly	Un			DS485086.1	Chromosome	NW_001846375.1	unplaced-scaffold	1250	chrUn_DS485086v1		211000022278161
GCA_000001215.4	Primary Assembly	Un			DS485087.1	Chromosome	NW_001846376.1	unplaced-scaffold	1249	chrUn_DS485087v1		211000022279432
GCA_000001215.4	Primary Assembly	Un			DS485088.1	Chromosome	NW_001846377.1	unplaced-scaffold	1248	chrUn_DS485088v1		211000022279990
GCA_000001215.4	Primary Assembly	Un			DS485089.1	Chromosome	NW_001846378.1	unplaced-scaffold	1247	chrUn_DS485089v1		211000022278717
GCA_000001215.4	Primary Assembly	Un			DS485091.1	Chromosome	NW_001846380.1	unplaced-scaffold	1246	chrUn_DS485091v1		211000022280177
GCA_000001215.4	Primary Assembly	Un			DS485092.1	Chromosome	NW_001846381.1	unplaced-scaffold	1246	chrUn_DS485092v1		211000022279218
GCA_000001215.4	Primary Assembly	Un			DS485098.1	Chromosome	NW_001846387.1	unplaced-scaffold	1242	chrUn_DS485098v1		211000022280678
GCA_000001215.4	Primary Assembly	Un			DS485100.1	Chromosome	NW_001846389.1	unplaced-scaffold	1241	chrUn_DS485100v1		211000022278943
GCA_000001215.4	Primary Assembly	Un			DS485102.1	Chromosome	NW_001846391.1	unplaced-scaffold	1240	chrUn_DS485102v1		211000022278808
GCA_000001215.4	Primary Assembly	Un			DS485105.1	Chromosome	NW_001846394.1	unplaced-scaffold	1240	chrUn_DS485105v1		211000022280053
GCA_000001215.4	Primary Assembly	Un			DS485107.1	Chromosome	NW_001846396.1	unplaced-scaffold	1239	chrUn_DS485107v1		211000022280304
GCA_000001215.4	Primary Assembly	Un			DS485117.1	Chromosome	NW_001846406.1	unplaced-scaffold	1236	chrUn_DS485117v1		211000022279124
GCA_000001215.4	Primary Assembly	Un			DS485118.1	Chromosome	NW_001846407.1	unplaced-scaffold	1235	chrUn_DS485118v1		211000022279412
GCA_000001215.4	Primary Assembly	Un			DS485122.1	Chromosome	NW_001846411.1	unplaced-scaffold	1234	chrUn_DS485122v1		211000022279267
GCA_000001215.4	Primary Assembly	Un			DS485123.1	Chromosome	NW_001846412.1	unplaced-scaffold	1234	chrUn_DS485123v1		211000022278369
GCA_000001215.4	Primary Assembly	Un			DS485125.1	Chromosome	NW_001846414.1	unplaced-scaffold	1234	chrUn_DS485125v1		211000022279728
GCA_000001215.4	Primary Assembly	Un			DS485127.1	Chromosome	NW_001846416.1	unplaced-scaffold	1233	chrUn_DS485127v1		211000022279417
GCA_000001215.4	Primary Assembly	Un			DS485130.1	Chromosome	NW_001846419.1	unplaced-scaffold	1232	chrUn_DS485130v1		211000022278136
GCA_000001215.4	Primary Assembly	Un			DS485132.1	Chromosome	NW_001846421.1	unplaced-scaffold	1231	chrUn_DS485132v1		211000022278727
GCA_000001215.4	Primary Assembly	Un			DS485133.1	Chromosome	NW_001846422.1	unplaced-scaffold	1231	chrUn_DS485133v1		211000022279183
GCA_000001215.4	Primary Assembly	Un			DS485134.1	Chromosome	NW_001846423.1	unplaced-scaffold	1231	chrUn_DS485134v1		211000022280210
GCA_000001215.4	Primary Assembly	Un			DS485136.1	Chromosome	NW_001846425.1	unplaced-scaffold	1231	chrUn_DS485136v1		211000022279144
GCA_000001215.4	Primary Assembly	Un			DS485138.1	Chromosome	NW_001846427.1	unplaced-scaffold	1229	chrUn_DS485138v1		211000022278582
GCA_000001215.4	Primary Assembly	Un			DS485140.1	Chromosome	NW_001846429.1	unplaced-scaffold	1229	chrUn_DS485140v1		211000022280179
GCA_000001215.4	Primary Assembly	Un			DS485144.1	Chromosome	NW_001846433.1	unplaced-scaffold	1227	chrUn_DS485144v1		211000022280318
GCA_000001215.4	Primary Assembly	Un			DS485146.1	Chromosome	NW_001846435.1	unplaced-scaffold	1227	chrUn_DS485146v1		211000022279645
GCA_000001215.4	Primary Assembly	Un			DS485148.1	Chromosome	NW_001846437.1	unplaced-scaffold	1227	chrUn_DS485148v1		211000022279156
GCA_000001215.4	Primary Assembly	Un			DS485149.1	Chromosome	NW_001846438.1	unplaced-scaffold	1226	chrUn_DS485149v1		211000022279778
GCA_000001215.4	Primary Assembly	Un			DS485150.1	Chromosome	NW_001846439.1	unplaced-scaffold	1226	chrUn_DS485150v1		211000022278242
GCA_000001215.4	Primary Assembly	Un			DS485151.1	Chromosome	NW_001846440.1	unplaced-scaffold	1226	chrUn_DS485151v1		211000022279979
GCA_000001215.4	Primary Assembly	Un			DS485152.1	Chromosome	NW_001846441.1	unplaced-scaffold	1225	chrUn_DS485152v1		211000022280085
GCA_000001215.4	Primary Assembly	Un			DS485153.1	Chromosome	NW_001846442.1	unplaced-scaffold	1225	chrUn_DS485153v1		211000022278755
GCA_000001215.4	Primary Assembly	Un			DS485154.1	Chromosome	NW_001846443.1	unplaced-scaffold	1225	chrUn_DS485154v1		211000022280126
GCA_000001215.4	Primary Assembly	Un			DS485155.1	Chromosome	NW_001846444.1	unplaced-scaffold	1225	chrUn_DS485155v1		211000022280303
GCA_000001215.4	Primary Assembly	Un			DS485156.1	Chromosome	NW_001846445.1	unplaced-scaffold	1225	chrUn_DS485156v1		211000022279128
GCA_000001215.4	Primary Assembly	Un			DS485157.1	Chromosome	NW_001846446.1	unplaced-scaffold	1225	chrUn_DS485157v1		211000022280139
GCA_000001215.4	Primary Assembly	Un			DS485160.1	Chromosome	NW_001846449.1	unplaced-scaffold	1224	chrUn_DS485160v1		211000022279590
GCA_000001215.4	Primary Assembly	Un			DS485161.1	Chromosome	NW_001846450.1	unplaced-scaffold	1224	chrUn_DS485161v1		211000022279682
GCA_000001215.4	Primary Assembly	Un			DS485162.1	Chromosome	NW_001846451.1	unplaced-scaffold	1223	chrUn_DS485162v1		211000022280308
GCA_000001215.4	Primary Assembly	Un			DS485163.1	Chromosome	NW_001846452.1	unplaced-scaffold	1223	chrUn_DS485163v1		211000022278758
GCA_000001215.4	Primary Assembly	Un			DS485165.1	Chromosome	NW_001846454.1	unplaced-scaffold	1222	chrUn_DS485165v1		211000022278651
GCA_000001215.4	Primary Assembly	Un			DS485169.1	Chromosome	NW_001846458.1	unplaced-scaffold	1220	chrUn_DS485169v1		211000022280230
GCA_000001215.4	Primary Assembly	Un			DS485173.1	Chromosome	NW_001846462.1	unplaced-scaffold	1219	chrUn_DS485173v1		211000022279017
GCA_000001215.4	Primary Assembly	Un			DS485174.1	Chromosome	NW_001846463.1	unplaced-scaffold	1219	chrUn_DS485174v1		211000022279647
GCA_000001215.4	Primary Assembly	Un			DS485176.1	Chromosome	NW_001846465.1	unplaced-scaffold	1219	chrUn_DS485176v1		211000022280081
GCA_000001215.4	Primary Assembly	Un			DS485177.1	Chromosome	NW_001846466.1	unplaced-scaffold	1218	chrUn_DS485177v1		211000022279872
GCA_000001215.4	Primary Assembly	Un			DS485181.1	Chromosome	NW_001846470.1	unplaced-scaffold	1214	chrUn_DS485181v1		211000022278196
GCA_000001215.4	Primary Assembly	Un			DS485182.1	Chromosome	NW_001846471.1	unplaced-scaffold	1213	chrUn_DS485182v1		211000022280691
GCA_000001215.4	Primary Assembly	Un			DS485184.1	Chromosome	NW_001846473.1	unplaced-scaffold	1212	chrUn_DS485184v1		211000022279554
GCA_000001215.4	Primary Assembly	Un			DS485190.1	Chromosome	NW_001846479.1	unplaced-scaffold	1211	chrUn_DS485190v1		211000022279991
GCA_000001215.4	Primary Assembly	Un			DS485192.1	Chromosome	NW_001846481.1	unplaced-scaffold	1210	chrUn_DS485192v1		211000022279185
GCA_000001215.4	Primary Assembly	Un			DS485194.1	Chromosome	NW_001846483.1	unplaced-scaffold	1209	chrUn_DS485194v1		211000022279648
GCA_000001215.4	Primary Assembly	Un			DS485198.1	Chromosome	NW_001846487.1	unplaced-scaffold	1209	chrUn_DS485198v1		211000022280314
GCA_000001215.4	Primary Assembly	Un			DS485199.1	Chromosome	NW_001846488.1	unplaced-scaffold	1208	chrUn_DS485199v1		211000022278748
GCA_000001215.4	Primary Assembly	Un			DS485200.1	Chromosome	NW_001846489.1	unplaced-scaffold	1208	chrUn_DS485200v1		211000022279729
GCA_000001215.4	Primary Assembly	Un			DS485203.1	Chromosome	NW_001846492.1	unplaced-scaffold	1208	chrUn_DS485203v1		211000022279480
GCA_000001215.4	Primary Assembly	Un			DS485204.1	Chromosome	NW_001846493.1	unplaced-scaffold	1207	chrUn_DS485204v1		211000022279819
GCA_000001215.4	Primary Assembly	Un			DS485205.1	Chromosome	NW_001846494.1	unplaced-scaffold	1206	chrUn_DS485205v1		211000022278409
GCA_000001215.4	Primary Assembly	Un			DS485208.1	Chromosome	NW_001846497.1	unplaced-scaffold	1205	chrUn_DS485208v1		211000022279591
GCA_000001215.4	Primary Assembly	Un			DS485209.1	Chromosome	NW_001846498.1	unplaced-scaffold	1205	chrUn_DS485209v1		211000022278729
GCA_000001215.4	Primary Assembly	Un			DS485211.1	Chromosome	NW_001846500.1	unplaced-scaffold	1205	chrUn_DS485211v1		211000022279853
GCA_000001215.4	Primary Assembly	Un			DS485215.1	Chromosome	NW_001846504.1	unplaced-scaffold	1203	chrUn_DS485215v1		211000022279445
GCA_000001215.4	Primary Assembly	Un			DS485216.1	Chromosome	NW_001846505.1	unplaced-scaffold	1203	chrUn_DS485216v1		211000022280154
GCA_000001215.4	Primary Assembly	Un			DS485218.1	Chromosome	NW_001846507.1	unplaced-scaffold	1203	chrUn_DS485218v1		211000022279425
GCA_000001215.4	Primary Assembly	Un			DS485220.1	Chromosome	NW_001846509.1	unplaced-scaffold	1202	chrUn_DS485220v1		211000022279413
GCA_000001215.4	Primary Assembly	Un			DS485221.1	Chromosome	NW_001846510.1	unplaced-scaffold	1201	chrUn_DS485221v1		211000022280120
GCA_000001215.4	Primary Assembly	Un			DS485223.1	Chromosome	NW_001846512.1	unplaced-scaffold	1200	chrUn_DS485223v1		211000022278430
GCA_000001215.4	Primary Assembly	Un			DS485224.1	Chromosome	NW_001846513.1	unplaced-scaffold	1200	chrUn_DS485224v1		211000022279127
GCA_000001215.4	Primary Assembly	Un			DS485226.1	Chromosome	NW_001846515.1	unplaced-scaffold	1199	chrUn_DS485226v1		211000022278503
GCA_000001215.4	Primary Assembly	Un			DS485227.1	Chromosome	NW_001846516.1	unplaced-scaffold	1199	chrUn_DS485227v1		211000022280121
GCA_000001215.4	Primary Assembly	Un			DS485228.1	Chromosome	NW_001846517.1	unplaced-scaffold	1198	chrUn_DS485228v1		211000022279555
GCA_000001215.4	Primary Assembly	Un			DS485229.1	Chromosome	NW_001846518.1	unplaced-scaffold	1198	chrUn_DS485229v1		211000022278569
GCA_000001215.4	Primary Assembly	Un			DS485230.1	Chromosome	NW_001846519.1	unplaced-scaffold	1197	chrUn_DS485230v1		211000022280345
GCA_000001215.4	Primary Assembly	Un			DS485233.1	Chromosome	NW_001846522.1	unplaced-scaffold	1197	chrUn_DS485233v1		211000022279462
GCA_000001215.4	Primary Assembly	Un			DS485239.1	Chromosome	NW_001846528.1	unplaced-scaffold	1195	chrUn_DS485239v1		211000022278290
GCA_000001215.4	Primary Assembly	Un			DS485240.1	Chromosome	NW_001846529.1	unplaced-scaffold	1195	chrUn_DS485240v1		211000022278547
GCA_000001215.4	Primary Assembly	Un			DS485242.1	Chromosome	NW_001846531.1	unplaced-scaffold	1194	chrUn_DS485242v1		211000022278769
GCA_000001215.4	Primary Assembly	Un			DS485243.1	Chromosome	NW_001846532.1	unplaced-scaffold	1193	chrUn_DS485243v1		211000022279444
GCA_000001215.4	Primary Assembly	Un			DS485245.1	Chromosome	NW_001846534.1	unplaced-scaffold	1193	chrUn_DS485245v1		211000022280076
GCA_000001215.4	Primary Assembly	Un			DS485246.1	Chromosome	NW_001846535.1	unplaced-scaffold	1193	chrUn_DS485246v1		211000022278171
GCA_000001215.4	Primary Assembly	Un			DS485247.1	Chromosome	NW_001846536.1	unplaced-scaffold	1193	chrUn_DS485247v1		211000022279758
GCA_000001215.4	Primary Assembly	Un			DS485249.1	Chromosome	NW_001846538.1	unplaced-scaffold	1192	chrUn_DS485249v1		211000022278951
GCA_000001215.4	Primary Assembly	Un			DS485251.1	Chromosome	NW_001846540.1	unplaced-scaffold	1192	chrUn_DS485251v1		211000022279498
GCA_000001215.4	Primary Assembly	Un			DS485252.1	Chromosome	NW_001846541.1	unplaced-scaffold	1191	chrUn_DS485252v1		211000022280083
GCA_000001215.4	Primary Assembly	Un			DS485253.1	Chromosome	NW_001846542.1	unplaced-scaffold	1191	chrUn_DS485253v1		211000022279789
GCA_000001215.4	Primary Assembly	Un			DS485254.1	Chromosome	NW_001846543.1	unplaced-scaffold	1190	chrUn_DS485254v1		211000022278407
GCA_000001215.4	Primary Assembly	Un			DS485255.1	Chromosome	NW_001846544.1	unplaced-scaffold	1190	chrUn_DS485255v1		211000022278668
GCA_000001215.4	Primary Assembly	Un			DS485256.1	Chromosome	NW_001846545.1	unplaced-scaffold	1190	chrUn_DS485256v1		211000022280319
GCA_000001215.4	Primary Assembly	Un			DS485258.1	Chromosome	NW_001846547.1	unplaced-scaffold	1189	chrUn_DS485258v1		211000022279738
GCA_000001215.4	Primary Assembly	Un			DS485259.1	Chromosome	NW_001846548.1	unplaced-scaffold	1189	chrUn_DS485259v1		211000022280689
GCA_000001215.4	Primary Assembly	Un			DS485260.1	Chromosome	NW_001846549.1	unplaced-scaffold	1189	chrUn_DS485260v1		211000022279095
GCA_000001215.4	Primary Assembly	Un			DS485261.1	Chromosome	NW_001846550.1	unplaced-scaffold	1189	chrUn_DS485261v1		211000022278370
GCA_000001215.4	Primary Assembly	Un			DS485263.1	Chromosome	NW_001846552.1	unplaced-scaffold	1188	chrUn_DS485263v1		211000022279508
GCA_000001215.4	Primary Assembly	Un			DS485264.1	Chromosome	NW_001846553.1	unplaced-scaffold	1186	chrUn_DS485264v1		211000022279406
GCA_000001215.4	Primary Assembly	Un			DS485265.1	Chromosome	NW_001846554.1	unplaced-scaffold	1186	chrUn_DS485265v1		211000022279660
GCA_000001215.4	Primary Assembly	Un			DS485270.1	Chromosome	NW_001846559.1	unplaced-scaffold	1185	chrUn_DS485270v1		211000022278091
GCA_000001215.4	Primary Assembly	Un			DS485273.1	Chromosome	NW_001846562.1	unplaced-scaffold	1185	chrUn_DS485273v1		211000022279358
GCA_000001215.4	Primary Assembly	Un			DS485275.1	Chromosome	NW_001846564.1	unplaced-scaffold	1185	chrUn_DS485275v1		211000022279631
GCA_000001215.4	Primary Assembly	Un			DS485280.1	Chromosome	NW_001846569.1	unplaced-scaffold	1184	chrUn_DS485280v1		211000022278202
GCA_000001215.4	Primary Assembly	Un			DS485284.1	Chromosome	NW_001846573.1	unplaced-scaffold	1182	chrUn_DS485284v1		211000022280194
GCA_000001215.4	Primary Assembly	Un			DS485285.1	Chromosome	NW_001846574.1	unplaced-scaffold	1181	chrUn_DS485285v1		211000022278429
GCA_000001215.4	Primary Assembly	Un			DS485290.1	Chromosome	NW_001846579.1	unplaced-scaffold	1179	chrUn_DS485290v1		211000022278702
GCA_000001215.4	Primary Assembly	Un			DS485291.1	Chromosome	NW_001846580.1	unplaced-scaffold	1179	chrUn_DS485291v1		211000022279375
GCA_000001215.4	Primary Assembly	Un			DS485292.1	Chromosome	NW_001846581.1	unplaced-scaffold	1179	chrUn_DS485292v1		211000022279622
GCA_000001215.4	Primary Assembly	Un			DS485294.1	Chromosome	NW_001846583.1	unplaced-scaffold	1178	chrUn_DS485294v1		211000022278166
GCA_000001215.4	Primary Assembly	Un			DS485296.1	Chromosome	NW_001846585.1	unplaced-scaffold	1178	chrUn_DS485296v1		211000022278265
GCA_000001215.4	Primary Assembly	Un			DS485297.1	Chromosome	NW_001846586.1	unplaced-scaffold	1178	chrUn_DS485297v1		211000022280225
GCA_000001215.4	Primary Assembly	Un			DS485298.1	Chromosome	NW_001846587.1	unplaced-scaffold	1178	chrUn_DS485298v1		211000022279317
GCA_000001215.4	Primary Assembly	Un			DS485301.1	Chromosome	NW_001846590.1	unplaced-scaffold	1177	chrUn_DS485301v1		211000022280183
GCA_000001215.4	Primary Assembly	Un			DS485304.1	Chromosome	NW_001846593.1	unplaced-scaffold	1175	chrUn_DS485304v1		211000022278497
GCA_000001215.4	Primary Assembly	Un			DS485306.1	Chromosome	NW_001846595.1	unplaced-scaffold	1174	chrUn_DS485306v1		211000022279811
GCA_000001215.4	Primary Assembly	Un			DS485309.1	Chromosome	NW_001846598.1	unplaced-scaffold	1173	chrUn_DS485309v1		211000022279360
GCA_000001215.4	Primary Assembly	Un			DS485311.1	Chromosome	NW_001846600.1	unplaced-scaffold	1173	chrUn_DS485311v1		211000022278688
GCA_000001215.4	Primary Assembly	Un			DS485313.1	Chromosome	NW_001846602.1	unplaced-scaffold	1171	chrUn_DS485313v1		211000022278432
GCA_000001215.4	Primary Assembly	Un			DS485314.1	Chromosome	NW_001846603.1	unplaced-scaffold	1171	chrUn_DS485314v1		211000022279956
GCA_000001215.4	Primary Assembly	Un			DS485319.1	Chromosome	NW_001846608.1	unplaced-scaffold	1169	chrUn_DS485319v1		211000022279668
GCA_000001215.4	Primary Assembly	Un			DS485322.1	Chromosome	NW_001846611.1	unplaced-scaffold	1168	chrUn_DS485322v1		211000022278940
GCA_000001215.4	Primary Assembly	Un			DS485323.1	Chromosome	NW_001846612.1	unplaced-scaffold	1167	chrUn_DS485323v1		211000022280257
GCA_000001215.4	Primary Assembly	Un			DS485324.1	Chromosome	NW_001846613.1	unplaced-scaffold	1167	chrUn_DS485324v1		211000022278897
GCA_000001215.4	Primary Assembly	Un			DS485325.1	Chromosome	NW_001846614.1	unplaced-scaffold	1167	chrUn_DS485325v1		211000022278781
GCA_000001215.4	Primary Assembly	Un			DS485326.1	Chromosome	NW_001846615.1	unplaced-scaffold	1166	chrUn_DS485326v1		211000022279549
GCA_000001215.4	Primary Assembly	Un			DS485330.1	Chromosome	NW_001846619.1	unplaced-scaffold	1166	chrUn_DS485330v1		211000022280164
GCA_000001215.4	Primary Assembly	Un			DS485331.1	Chromosome	NW_001846620.1	unplaced-scaffold	1165	chrUn_DS485331v1		211000022278673
GCA_000001215.4	Primary Assembly	Un			DS485333.1	Chromosome	NW_001846622.1	unplaced-scaffold	1165	chrUn_DS485333v1		211000022278423
GCA_000001215.4	Primary Assembly	Un			DS485337.1	Chromosome	NW_001846626.1	unplaced-scaffold	1163	chrUn_DS485337v1		211000022278267
GCA_000001215.4	Primary Assembly	Un			DS485338.1	Chromosome	NW_001846627.1	unplaced-scaffold	1163	chrUn_DS485338v1		211000022279655
GCA_000001215.4	Primary Assembly	Un			DS485339.1	Chromosome	NW_001846628.1	unplaced-scaffold	1163	chrUn_DS485339v1		211000022278296
GCA_000001215.4	Primary Assembly	Un			DS485340.1	Chromosome	NW_001846629.1	unplaced-scaffold	1163	chrUn_DS485340v1		211000022278119
GCA_000001215.4	Primary Assembly	Un			DS485341.1	Chromosome	NW_001846630.1	unplaced-scaffold	1162	chrUn_DS485341v1		211000022278313
GCA_000001215.4	Primary Assembly	Un			DS485342.1	Chromosome	NW_001846631.1	unplaced-scaffold	1162	chrUn_DS485342v1		211000022278520
GCA_000001215.4	Primary Assembly	Un			DS485349.1	Chromosome	NW_001846638.1	unplaced-scaffold	1161	chrUn_DS485349v1		211000022278708
GCA_000001215.4	Primary Assembly	Un			DS485353.1	Chromosome	NW_001846642.1	unplaced-scaffold	1160	chrUn_DS485353v1		211000022278901
GCA_000001215.4	Primary Assembly	Un			DS485354.1	Chromosome	NW_001846643.1	unplaced-scaffold	1160	chrUn_DS485354v1		211000022278184
GCA_000001215.4	Primary Assembly	Un			DS485356.1	Chromosome	NW_001846645.1	unplaced-scaffold	1160	chrUn_DS485356v1		211000022278170
GCA_000001215.4	Primary Assembly	Un			DS485357.1	Chromosome	NW_001846646.1	unplaced-scaffold	1159	chrUn_DS485357v1		211000022278403
GCA_000001215.4	Primary Assembly	Un			DS485361.1	Chromosome	NW_001846650.1	unplaced-scaffold	1159	chrUn_DS485361v1		211000022279135
GCA_000001215.4	Primary Assembly	Un			DS485362.1	Chromosome	NW_001846651.1	unplaced-scaffold	1158	chrUn_DS485362v1		211000022278946
GCA_000001215.4	Primary Assembly	Un			DS485365.1	Chromosome	NW_001846654.1	unplaced-scaffold	1157	chrUn_DS485365v1		211000022278416
GCA_000001215.4	Primary Assembly	Un			DS485368.1	Chromosome	NW_001846657.1	unplaced-scaffold	1157	chrUn_DS485368v1		211000022279069
GCA_000001215.4	Primary Assembly	Un			DS485370.1	Chromosome	NW_001846659.1	unplaced-scaffold	1156	chrUn_DS485370v1		211000022279448
GCA_000001215.4	Primary Assembly	Un			DS485371.1	Chromosome	NW_001846660.1	unplaced-scaffold	1156	chrUn_DS485371v1		211000022279309
GCA_000001215.4	Primary Assembly	Un			DS485376.1	Chromosome	NW_001846665.1	unplaced-scaffold	1155	chrUn_DS485376v1		211000022278283
GCA_000001215.4	Primary Assembly	Un			DS485379.1	Chromosome	NW_001846668.1	unplaced-scaffold	1154	chrUn_DS485379v1		211000022279474
GCA_000001215.4	Primary Assembly	Un			DS485381.1	Chromosome	NW_001846670.1	unplaced-scaffold	1154	chrUn_DS485381v1		211000022278295
GCA_000001215.4	Primary Assembly	Un			DS485382.1	Chromosome	NW_001846671.1	unplaced-scaffold	1154	chrUn_DS485382v1		211000022279726
GCA_000001215.4	Primary Assembly	Un			DS485383.1	Chromosome	NW_001846672.1	unplaced-scaffold	1154	chrUn_DS485383v1		211000022279469
GCA_000001215.4	Primary Assembly	Un			DS485385.1	Chromosome	NW_001846674.1	unplaced-scaffold	1153	chrUn_DS485385v1		211000022280688
GCA_000001215.4	Primary Assembly	Un			DS485386.1	Chromosome	NW_001846675.1	unplaced-scaffold	1153	chrUn_DS485386v1		211000022278174
GCA_000001215.4	Primary Assembly	Un			DS485387.1	Chromosome	NW_001846676.1	unplaced-scaffold	1152	chrUn_DS485387v1		211000022278391
GCA_000001215.4	Primary Assembly	Un			DS485389.1	Chromosome	NW_001846678.1	unplaced-scaffold	1152	chrUn_DS485389v1		211000022280056
GCA_000001215.4	Primary Assembly	Un			DS485390.1	Chromosome	NW_001846679.1	unplaced-scaffold	1152	chrUn_DS485390v1		211000022278134
GCA_000001215.4	Primary Assembly	Un			DS485392.1	Chromosome	NW_001846681.1	unplaced-scaffold	1151	chrUn_DS485392v1		211000022279487
GCA_000001215.4	Primary Assembly	Un			DS485393.1	Chromosome	NW_001846682.1	unplaced-scaffold	1150	chrUn_DS485393v1		211000022280106
GCA_000001215.4	Primary Assembly	Un			DS485395.1	Chromosome	NW_001846684.1	unplaced-scaffold	1150	chrUn_DS485395v1		211000022278870
GCA_000001215.4	Primary Assembly	Un			DS485397.1	Chromosome	NW_001846686.1	unplaced-scaffold	1148	chrUn_DS485397v1		211000022279722
GCA_000001215.4	Primary Assembly	Un			DS485398.1	Chromosome	NW_001846687.1	unplaced-scaffold	1148	chrUn_DS485398v1		211000022278096
GCA_000001215.4	Primary Assembly	Un			DS485400.1	Chromosome	NW_001846689.1	unplaced-scaffold	1148	chrUn_DS485400v1		211000022280124
GCA_000001215.4	Primary Assembly	Un			DS485401.1	Chromosome	NW_001846690.1	unplaced-scaffold	1148	chrUn_DS485401v1		211000022279232
GCA_000001215.4	Primary Assembly	Un			DS485403.1	Chromosome	NW_001846692.1	unplaced-scaffold	1148	chrUn_DS485403v1		211000022278191
