Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083686.1	Chromosome	NW_025308743.1	unplaced-scaffold	683			scaffold167382
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083687.1	Chromosome	NW_025308744.1	unplaced-scaffold	683			scaffold172167
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083688.1	Chromosome	NW_025308745.1	unplaced-scaffold	683			scaffold178576
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083689.1	Chromosome	NW_025308746.1	unplaced-scaffold	683			scaffold201019
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083690.1	Chromosome	NW_025308747.1	unplaced-scaffold	683			scaffold206973
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083691.1	Chromosome	NW_025308748.1	unplaced-scaffold	683			scaffold209131
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083692.1	Chromosome	NW_025308749.1	unplaced-scaffold	683			scaffold214536
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083693.1	Chromosome	NW_025308750.1	unplaced-scaffold	683			scaffold215913
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083694.1	Chromosome	NW_025308751.1	unplaced-scaffold	683			scaffold217029
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083695.1	Chromosome	NW_025308752.1	unplaced-scaffold	683			scaffold217332
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083696.1	Chromosome	NW_025308753.1	unplaced-scaffold	683			scaffold243412
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083697.1	Chromosome	NW_025308754.1	unplaced-scaffold	683			scaffold248909
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083698.1	Chromosome	NW_025308755.1	unplaced-scaffold	683			scaffold267672
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083699.1	Chromosome	NW_025308756.1	unplaced-scaffold	683			scaffold280664
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083700.1	Chromosome	NW_025308757.1	unplaced-scaffold	683			scaffold306424
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083701.1	Chromosome	NW_025308758.1	unplaced-scaffold	683			scaffold310026
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083702.1	Chromosome	NW_025308759.1	unplaced-scaffold	683			scaffold320784
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083703.1	Chromosome	NW_025308760.1	unplaced-scaffold	683			scaffold327196
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083704.1	Chromosome	NW_025308761.1	unplaced-scaffold	683			scaffold33293
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083705.1	Chromosome	NW_025308762.1	unplaced-scaffold	683			scaffold361
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083706.1	Chromosome	NW_025308763.1	unplaced-scaffold	683			scaffold56727
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083707.1	Chromosome	NW_025308764.1	unplaced-scaffold	683			scaffold65026
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083708.1	Chromosome	NW_025308765.1	unplaced-scaffold	683			scaffold69317
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083709.1	Chromosome	NW_025308766.1	unplaced-scaffold	683			scaffold69498
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083710.1	Chromosome	NW_025308767.1	unplaced-scaffold	683			scaffold70967
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083711.1	Chromosome	NW_025308768.1	unplaced-scaffold	683			scaffold80348
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083712.1	Chromosome	NW_025308769.1	unplaced-scaffold	683			scaffold94328
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083713.1	Chromosome	NW_025308770.1	unplaced-scaffold	683			scaffold94805
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083714.1	Chromosome	NW_025308771.1	unplaced-scaffold	682			scaffold10061
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083715.1	Chromosome	NW_025308772.1	unplaced-scaffold	682			scaffold111358
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083716.1	Chromosome	NW_025308773.1	unplaced-scaffold	682			scaffold116585
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083717.1	Chromosome	NW_025308774.1	unplaced-scaffold	682			scaffold13194
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083718.1	Chromosome	NW_025308775.1	unplaced-scaffold	682			scaffold139116
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083719.1	Chromosome	NW_025308776.1	unplaced-scaffold	682			scaffold141178
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083720.1	Chromosome	NW_025308777.1	unplaced-scaffold	682			scaffold142297
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083721.1	Chromosome	NW_025308778.1	unplaced-scaffold	682			scaffold143033
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083722.1	Chromosome	NW_025308779.1	unplaced-scaffold	682			scaffold149823
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083723.1	Chromosome	NW_025308780.1	unplaced-scaffold	682			scaffold152154
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083724.1	Chromosome	NW_025308781.1	unplaced-scaffold	682			scaffold153262
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083725.1	Chromosome	NW_025308782.1	unplaced-scaffold	682			scaffold162539
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083726.1	Chromosome	NW_025308783.1	unplaced-scaffold	682			scaffold16987
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083727.1	Chromosome	NW_025308784.1	unplaced-scaffold	682			scaffold169890
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083728.1	Chromosome	NW_025308785.1	unplaced-scaffold	682			scaffold169940
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083729.1	Chromosome	NW_025308786.1	unplaced-scaffold	682			scaffold178
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083730.1	Chromosome	NW_025308787.1	unplaced-scaffold	682			scaffold201428
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083731.1	Chromosome	NW_025308788.1	unplaced-scaffold	682			scaffold204190
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083732.1	Chromosome	NW_025308789.1	unplaced-scaffold	682			scaffold228373
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083733.1	Chromosome	NW_025308790.1	unplaced-scaffold	682			scaffold229437
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083734.1	Chromosome	NW_025308791.1	unplaced-scaffold	682			scaffold23121
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083735.1	Chromosome	NW_025308792.1	unplaced-scaffold	682			scaffold244871
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083736.1	Chromosome	NW_025308793.1	unplaced-scaffold	682			scaffold244948
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083737.1	Chromosome	NW_025308794.1	unplaced-scaffold	682			scaffold253995
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083738.1	Chromosome	NW_025308795.1	unplaced-scaffold	682			scaffold267641
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083739.1	Chromosome	NW_025308796.1	unplaced-scaffold	682			scaffold279817
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083740.1	Chromosome	NW_025308797.1	unplaced-scaffold	682			scaffold300076
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083741.1	Chromosome	NW_025308798.1	unplaced-scaffold	682			scaffold306628
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083742.1	Chromosome	NW_025308799.1	unplaced-scaffold	682			scaffold309201
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083743.1	Chromosome	NW_025308800.1	unplaced-scaffold	682			scaffold309953
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083744.1	Chromosome	NW_025308801.1	unplaced-scaffold	682			scaffold312807
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083745.1	Chromosome	NW_025308802.1	unplaced-scaffold	682			scaffold328120
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083746.1	Chromosome	NW_025308803.1	unplaced-scaffold	682			scaffold32847
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083747.1	Chromosome	NW_025308804.1	unplaced-scaffold	682			scaffold49431
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083748.1	Chromosome	NW_025308805.1	unplaced-scaffold	682			scaffold53693
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083749.1	Chromosome	NW_025308806.1	unplaced-scaffold	682			scaffold54696
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083750.1	Chromosome	NW_025308807.1	unplaced-scaffold	682			scaffold61196
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083751.1	Chromosome	NW_025308808.1	unplaced-scaffold	682			scaffold74521
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083752.1	Chromosome	NW_025308809.1	unplaced-scaffold	682			scaffold87335
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083753.1	Chromosome	NW_025308810.1	unplaced-scaffold	682			scaffold99281
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083754.1	Chromosome	NW_025308811.1	unplaced-scaffold	681			scaffold107471
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083755.1	Chromosome	NW_025308812.1	unplaced-scaffold	681			scaffold108605
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083756.1	Chromosome	NW_025308813.1	unplaced-scaffold	681			scaffold109457
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083757.1	Chromosome	NW_025308814.1	unplaced-scaffold	681			scaffold121897
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083758.1	Chromosome	NW_025308815.1	unplaced-scaffold	681			scaffold12721
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083759.1	Chromosome	NW_025308816.1	unplaced-scaffold	681			scaffold135363
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083760.1	Chromosome	NW_025308817.1	unplaced-scaffold	681			scaffold138381
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083761.1	Chromosome	NW_025308818.1	unplaced-scaffold	681			scaffold140251
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083762.1	Chromosome	NW_025308819.1	unplaced-scaffold	681			scaffold154406
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083763.1	Chromosome	NW_025308820.1	unplaced-scaffold	681			scaffold155624
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083764.1	Chromosome	NW_025308821.1	unplaced-scaffold	681			scaffold156671
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083765.1	Chromosome	NW_025308822.1	unplaced-scaffold	681			scaffold157094
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083766.1	Chromosome	NW_025308823.1	unplaced-scaffold	681			scaffold158044
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083767.1	Chromosome	NW_025308824.1	unplaced-scaffold	681			scaffold165440
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083768.1	Chromosome	NW_025308825.1	unplaced-scaffold	681			scaffold166728
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083769.1	Chromosome	NW_025308826.1	unplaced-scaffold	681			scaffold167255
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083770.1	Chromosome	NW_025308827.1	unplaced-scaffold	681			scaffold169997
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083771.1	Chromosome	NW_025308828.1	unplaced-scaffold	681			scaffold182631
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083772.1	Chromosome	NW_025308829.1	unplaced-scaffold	681			scaffold187104
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083773.1	Chromosome	NW_025308830.1	unplaced-scaffold	681			scaffold197638
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083774.1	Chromosome	NW_025308831.1	unplaced-scaffold	681			scaffold208801
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083775.1	Chromosome	NW_025308832.1	unplaced-scaffold	681			scaffold216972
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083776.1	Chromosome	NW_025308833.1	unplaced-scaffold	681			scaffold218640
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083777.1	Chromosome	NW_025308834.1	unplaced-scaffold	681			scaffold21927
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083778.1	Chromosome	NW_025308835.1	unplaced-scaffold	681			scaffold241456
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083779.1	Chromosome	NW_025308836.1	unplaced-scaffold	681			scaffold246285
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083780.1	Chromosome	NW_025308837.1	unplaced-scaffold	681			scaffold246622
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083781.1	Chromosome	NW_025308838.1	unplaced-scaffold	681			scaffold247673
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083782.1	Chromosome	NW_025308839.1	unplaced-scaffold	681			scaffold258166
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083783.1	Chromosome	NW_025308840.1	unplaced-scaffold	681			scaffold258352
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083784.1	Chromosome	NW_025308841.1	unplaced-scaffold	681			scaffold276783
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083785.1	Chromosome	NW_025308842.1	unplaced-scaffold	681			scaffold277068
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083786.1	Chromosome	NW_025308843.1	unplaced-scaffold	681			scaffold282463
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083787.1	Chromosome	NW_025308844.1	unplaced-scaffold	681			scaffold302368
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083788.1	Chromosome	NW_025308845.1	unplaced-scaffold	681			scaffold38063
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083789.1	Chromosome	NW_025308846.1	unplaced-scaffold	681			scaffold49424
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083790.1	Chromosome	NW_025308847.1	unplaced-scaffold	681			scaffold55668
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083791.1	Chromosome	NW_025308848.1	unplaced-scaffold	681			scaffold6361
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083792.1	Chromosome	NW_025308849.1	unplaced-scaffold	681			scaffold64446
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083793.1	Chromosome	NW_025308850.1	unplaced-scaffold	681			scaffold64613
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083794.1	Chromosome	NW_025308851.1	unplaced-scaffold	681			scaffold70648
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083795.1	Chromosome	NW_025308852.1	unplaced-scaffold	681			scaffold77766
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083796.1	Chromosome	NW_025308853.1	unplaced-scaffold	681			scaffold85445
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083797.1	Chromosome	NW_025308854.1	unplaced-scaffold	680			scaffold110760
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083798.1	Chromosome	NW_025308855.1	unplaced-scaffold	680			scaffold111987
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083799.1	Chromosome	NW_025308856.1	unplaced-scaffold	680			scaffold119167
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083800.1	Chromosome	NW_025308857.1	unplaced-scaffold	680			scaffold131925
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083801.1	Chromosome	NW_025308858.1	unplaced-scaffold	680			scaffold151648
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083802.1	Chromosome	NW_025308859.1	unplaced-scaffold	680			scaffold154655
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083803.1	Chromosome	NW_025308860.1	unplaced-scaffold	680			scaffold155806
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083804.1	Chromosome	NW_025308861.1	unplaced-scaffold	680			scaffold163765
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083805.1	Chromosome	NW_025308862.1	unplaced-scaffold	680			scaffold177794
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083806.1	Chromosome	NW_025308863.1	unplaced-scaffold	680			scaffold182542
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083807.1	Chromosome	NW_025308864.1	unplaced-scaffold	680			scaffold20160
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083808.1	Chromosome	NW_025308865.1	unplaced-scaffold	680			scaffold213496
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083809.1	Chromosome	NW_025308866.1	unplaced-scaffold	680			scaffold224220
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083810.1	Chromosome	NW_025308867.1	unplaced-scaffold	680			scaffold242138
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083811.1	Chromosome	NW_025308868.1	unplaced-scaffold	680			scaffold251880
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083812.1	Chromosome	NW_025308869.1	unplaced-scaffold	680			scaffold260300
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083813.1	Chromosome	NW_025308870.1	unplaced-scaffold	680			scaffold283778
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083814.1	Chromosome	NW_025308871.1	unplaced-scaffold	680			scaffold288616
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083815.1	Chromosome	NW_025308872.1	unplaced-scaffold	680			scaffold298710
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083816.1	Chromosome	NW_025308873.1	unplaced-scaffold	680			scaffold306767
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083817.1	Chromosome	NW_025308874.1	unplaced-scaffold	680			scaffold32209
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083818.1	Chromosome	NW_025308875.1	unplaced-scaffold	680			scaffold322968
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083819.1	Chromosome	NW_025308876.1	unplaced-scaffold	680			scaffold3697
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083820.1	Chromosome	NW_025308877.1	unplaced-scaffold	680			scaffold38809
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083821.1	Chromosome	NW_025308878.1	unplaced-scaffold	680			scaffold48984
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083822.1	Chromosome	NW_025308879.1	unplaced-scaffold	680			scaffold54111
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083823.1	Chromosome	NW_025308880.1	unplaced-scaffold	680			scaffold5848
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083824.1	Chromosome	NW_025308881.1	unplaced-scaffold	680			scaffold62242
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083825.1	Chromosome	NW_025308882.1	unplaced-scaffold	680			scaffold62409
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083826.1	Chromosome	NW_025308883.1	unplaced-scaffold	680			scaffold71544
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083827.1	Chromosome	NW_025308884.1	unplaced-scaffold	680			scaffold80385
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083828.1	Chromosome	NW_025308885.1	unplaced-scaffold	680			scaffold83118
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083829.1	Chromosome	NW_025308886.1	unplaced-scaffold	680			scaffold86569
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083830.1	Chromosome	NW_025308887.1	unplaced-scaffold	680			scaffold92518
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083831.1	Chromosome	NW_025308888.1	unplaced-scaffold	680			scaffold9407
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083832.1	Chromosome	NW_025308889.1	unplaced-scaffold	680			scaffold96660
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083833.1	Chromosome	NW_025308890.1	unplaced-scaffold	680			scaffold98818
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083834.1	Chromosome	NW_025308891.1	unplaced-scaffold	680			scaffold99301
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083835.1	Chromosome	NW_025308892.1	unplaced-scaffold	680			scaffold99338
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083836.1	Chromosome	NW_025308893.1	unplaced-scaffold	679			scaffold104836
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083837.1	Chromosome	NW_025308894.1	unplaced-scaffold	679			scaffold106794
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083838.1	Chromosome	NW_025308895.1	unplaced-scaffold	679			scaffold108355
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083839.1	Chromosome	NW_025308896.1	unplaced-scaffold	679			scaffold108575
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083840.1	Chromosome	NW_025308897.1	unplaced-scaffold	679			scaffold118502
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083841.1	Chromosome	NW_025308898.1	unplaced-scaffold	679			scaffold119285
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083842.1	Chromosome	NW_025308899.1	unplaced-scaffold	679			scaffold119397
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083843.1	Chromosome	NW_025308900.1	unplaced-scaffold	679			scaffold12430
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083844.1	Chromosome	NW_025308901.1	unplaced-scaffold	679			scaffold130970
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083845.1	Chromosome	NW_025308902.1	unplaced-scaffold	679			scaffold135778
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083846.1	Chromosome	NW_025308903.1	unplaced-scaffold	679			scaffold136136
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083847.1	Chromosome	NW_025308904.1	unplaced-scaffold	679			scaffold159122
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083848.1	Chromosome	NW_025308905.1	unplaced-scaffold	679			scaffold164761
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083849.1	Chromosome	NW_025308906.1	unplaced-scaffold	679			scaffold181564
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083850.1	Chromosome	NW_025308907.1	unplaced-scaffold	679			scaffold182620
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083851.1	Chromosome	NW_025308908.1	unplaced-scaffold	679			scaffold214762
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083852.1	Chromosome	NW_025308909.1	unplaced-scaffold	679			scaffold229058
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083853.1	Chromosome	NW_025308910.1	unplaced-scaffold	679			scaffold248594
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083854.1	Chromosome	NW_025308911.1	unplaced-scaffold	679			scaffold279530
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083855.1	Chromosome	NW_025308912.1	unplaced-scaffold	679			scaffold29401
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083856.1	Chromosome	NW_025308913.1	unplaced-scaffold	679			scaffold307935
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083857.1	Chromosome	NW_025308914.1	unplaced-scaffold	679			scaffold32099
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083858.1	Chromosome	NW_025308915.1	unplaced-scaffold	679			scaffold321018
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083859.1	Chromosome	NW_025308916.1	unplaced-scaffold	679			scaffold322327
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083860.1	Chromosome	NW_025308917.1	unplaced-scaffold	679			scaffold36103
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083861.1	Chromosome	NW_025308918.1	unplaced-scaffold	679			scaffold38601
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083862.1	Chromosome	NW_025308919.1	unplaced-scaffold	679			scaffold43950
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083863.1	Chromosome	NW_025308920.1	unplaced-scaffold	679			scaffold46120
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083864.1	Chromosome	NW_025308921.1	unplaced-scaffold	679			scaffold49884
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083865.1	Chromosome	NW_025308922.1	unplaced-scaffold	679			scaffold54065
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083866.1	Chromosome	NW_025308923.1	unplaced-scaffold	679			scaffold58558
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083867.1	Chromosome	NW_025308924.1	unplaced-scaffold	679			scaffold71026
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083868.1	Chromosome	NW_025308925.1	unplaced-scaffold	679			scaffold83522
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083869.1	Chromosome	NW_025308926.1	unplaced-scaffold	679			scaffold95310
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083870.1	Chromosome	NW_025308927.1	unplaced-scaffold	679			scaffold97322
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083871.1	Chromosome	NW_025308928.1	unplaced-scaffold	678			scaffold101759
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083872.1	Chromosome	NW_025308929.1	unplaced-scaffold	678			scaffold11114
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083873.1	Chromosome	NW_025308930.1	unplaced-scaffold	678			scaffold114045
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083874.1	Chromosome	NW_025308931.1	unplaced-scaffold	678			scaffold121174
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083875.1	Chromosome	NW_025308932.1	unplaced-scaffold	678			scaffold134350
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083876.1	Chromosome	NW_025308933.1	unplaced-scaffold	678			scaffold13861
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083877.1	Chromosome	NW_025308934.1	unplaced-scaffold	678			scaffold14634
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083878.1	Chromosome	NW_025308935.1	unplaced-scaffold	678			scaffold150103
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083879.1	Chromosome	NW_025308936.1	unplaced-scaffold	678			scaffold152425
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083880.1	Chromosome	NW_025308937.1	unplaced-scaffold	678			scaffold163100
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083881.1	Chromosome	NW_025308938.1	unplaced-scaffold	678			scaffold167110
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083882.1	Chromosome	NW_025308939.1	unplaced-scaffold	678			scaffold173537
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083883.1	Chromosome	NW_025308940.1	unplaced-scaffold	678			scaffold206100
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083884.1	Chromosome	NW_025308941.1	unplaced-scaffold	678			scaffold214676
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083885.1	Chromosome	NW_025308942.1	unplaced-scaffold	678			scaffold222954
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083886.1	Chromosome	NW_025308943.1	unplaced-scaffold	678			scaffold225247
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083887.1	Chromosome	NW_025308944.1	unplaced-scaffold	678			scaffold232618
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083888.1	Chromosome	NW_025308945.1	unplaced-scaffold	678			scaffold247168
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083889.1	Chromosome	NW_025308946.1	unplaced-scaffold	678			scaffold260734
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083890.1	Chromosome	NW_025308947.1	unplaced-scaffold	678			scaffold271549
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083891.1	Chromosome	NW_025308948.1	unplaced-scaffold	678			scaffold304579
GCA_018294505.1	Primary Assembly	Un			JAGHKL010083892.1	Chromosome	NW_025308949.1	unplaced-scaffold	678			scaffold307555
